fk_pmid,year,abstract,diversity,soc_diversity,h1_totals,h2_totals,h3_totals
28792867,2017,"BACKGROUND:
The A(H1N1)pdm09 virus strain used in the live attenuated influenza vaccine was changed for the 2015-2016 influenza season because of its lack of effectiveness in young children in 2013-2014. The Influenza Vaccine Effectiveness Network evaluated the effect of this change as part of its estimates of influenza vaccine effectiveness in 2015-2016.
METHODS:
We enrolled patients 6 months of age or older who presented with acute respiratory illness at ambulatory care clinics in geographically diverse U.S. sites. Using a test-negative design, we estimated vaccine effectiveness as (1-OR)×100, in which OR is the odds ratio for testing positive for influenza virus among vaccinated versus unvaccinated participants. Separate estimates were calculated for the inactivated vaccines and the live attenuated vaccine.
RESULTS:
Among 6879 eligible participants, 1309 (19%) tested positive for influenza virus, predominantly for A(H1N1)pdm09 (11%) and influenza B (7%). The effectiveness of the influenza vaccine against any influenza illness was 48% (95% confidence interval [CI], 41 to 55; P<0.001). Among children 2 to 17 years of age, the inactivated influenza vaccine was 60% effective (95% CI, 47 to 70; P<0.001), and the live attenuated vaccine was not observed to be effective (vaccine effectiveness, 5%; 95% CI, -47 to 39; P=0.80). Vaccine effectiveness against A(H1N1)pdm09 among children was 63% (95% CI, 45 to 75; P<0.001) for the inactivated vaccine, as compared with -19% (95% CI, -113 to 33; P=0.55) for the live attenuated vaccine.
CONCLUSIONS:
Influenza vaccines reduced the risk of influenza illness in 2015-2016. However, the live attenuated vaccine was found to be ineffective among children in a year with substantial inactivated vaccine effectiveness. Because the 2016-2017 A(H1N1)pdm09 strain used in the live attenuated vaccine was unchanged from 2015-2016, the Advisory Committee on Immunization Practices made an interim recommendation not to use the live attenuated influenza vaccine for the 2016-2017 influenza season. (Funded by the Centers for Disease Control and Prevention and the National Institutes of Health.).
",1,1,9,0,0
18988671,2008,"Progesterone (P) is required for normal mammary gland development, and is implicated in the etiology of mammary cancer in rodents and humans. We analyzed mammary gland developmental responses to P and estrogen (E) in two strains of mice (BALB/c and C57BL/6) that exhibit differences in ductal development at sexual maturity and alveologenesis during pregnancy. C57BL/6 mice exhibited reduced proliferative and morphological responses to P. Analysis of known mediators of sidebranching and alveologenesis revealed that reduced P-induced expression of P receptor isoform B and receptor activator of nuclear factor-kappaB ligand (RANKL), as well as altered expression and regulation of cyclin D1, CCAAT/enhancer binding protein beta, and the downstream effectors of RANKL, nuclear Id2 and p21, contribute significantly to the reduced P responsiveness of the C57BL/6 mammary gland. In contrast, E responsiveness was greater in C57BL/6 than in BALB/c glands. E may play a compensatory role in C57BL/6 alveologenesis through its effect on the induction and activation of signal transducer and activator of transcription 5a, a known regulator of RANKL. These observations suggest that in human populations with heterogeneous genetic backgrounds, individuals may respond differentially to the same hormone. Thus, genetic diversity may have a role in determining the effects of P in normal mammary development and tumorigenesis.",1,1,2,0,0
28242469,2017,"A recent study reported that a special weekly scheduled time-restricted feeding regimen (TRF), i.e., no food consumption for 15h during the light (inactive) phase per day for 5 weekdays, attenuated the outcome of diverse nutritional challenges in response to high-fat diet in mice. In the present study, we wanted to further test whether this TRF could restrict body weight gain in both juvenile and adult animals when fed a high-fat diet. Fifty male Sprague-Dawley rats at ages from 5 to 27weeks were used. First, we found that freely fed rats with 60% fat diet gained weight significantly, which was associated with more calorie intake (particularly during light phase) than those fed standard food (7% fat). Secondly, we found that TRF restricted high-fat diet-induced weight gain in both groups of juvenile rats (5 and 13weeks of age) compared to freely fed rats with high-fat diet, despite the same levels of 24h-calorie intake during either weekdays or the weekend. Thirdly, we found that TRF did not restrict high-fat diet-induce weight gain in adult rats (27weeks of age). Thus, we suggest that this special TRF regimen could be further tested in humans (particularly young adults) for the purpose of obesity prevention.",1,1,7,0,0
16888242,2006,"Sphingosine kinase-1 (SK1) is a key enzyme catalyzing the phosphorylation of sphingosine to sphingosine-1-phosphate (S1P). Recent studies suggest that SK1, and its product S1P, regulate diverse biological functions, including cell growth, differentiation, proliferation, and apoptosis. S1P may also play an important role in cardiac development and ischemic preconditioning, but the mechanism underlying these effects is not known. Using a yeast 2-hybrid screen with SK1 as bait and a cardiac cDNA library to identify novel proteins involved in regulating SK1 activity in cardiomyocytes, we identified the LIM-only factor FHL2 (SLIM3) as a SK1-interacting protein in both yeast and mammalian cells. FHL2, but not FHL1 or FHL3, interacted with SK1, and FHL2 colocalized with SK1 in the cytoplasm. The interaction sites with SK1 consisted of at least 4 LIM domains in FHL2, whereas the C-terminal portion of SK1 mediates the binding of FHL2 in SK1. Overexpression of FHL2 attenuated the activity and antiapoptotic effects of SK1. Indeed, endothelin-1, which is a potent survival factor in cardiomyocytes, inhibited FHL2-SK1 association and increased SK1 activity. These findings indicate that FHL2 is a novel inhibitor of SK1 activity in cardiomyocytes and suggest that targeting FHL2 for inhibition may prevent myocardial apoptosis through activation of SK1.",1,0,1,0,0
17960560,2008,"The poor prognosis of pancreatic cancer patients using currently available therapies mandates novel therapeutics that combine anti-neoplastic potency with toxicity-minimizing cancer specificity. Employing an overlapping pathway screen to identify genes exhibiting coordinated expression as a consequence of terminal cell differentiation and replicative senescence, we identified human polynucleotide phosphorylase (hPNPase(old-35)), a 3',5'-exoribonuclease that exhibits robust growth-suppressing effects in a wide spectrum of human cancers. A limitation to the anti-neoplastic efficacy of hPNPase(old-35) relates to its lack of cancer specificity. The promoter of Progression Elevated Gene-3 (PEG-Prom), discovered in our laboratory via subtraction hybridization in a transformation progression rodent tumor model functions selectively in a diverse array of human cancer cells, with limited activity in normal cells. An adenovirus constructed with the PEG-Prom driving expression of hPNPase(old-35) containing a C-terminal Hemaglutinin (HA)-tag (Ad.PEG.hPNPase(old-35)) was shown to induce robust transgene expression, growth suppression, apoptosis, and cell-cycle arrest in a broad panel of pancreatic cancer cells, with minimal effects in normal immortalized pancreatic cells. hPNPase(old-35) expression correlated with arrest in the G(2)/M phase of the cell cycle and up-regulation of the cyclin-dependent kinase inhibitors (CDKI) p21(CIP1/WAF-1/MDA-6) and p27(KIP1). In a nude mouse xenograft model, Ad.PEG.hPNPase(old-35) injections effectively inhibited growth of human pancreatic cancer cells in vivo. These findings support the potential efficacy of combining a cancer-specific promoter, such as the PEG-Prom, with a novel anti-neoplastic agent, such as hPNPase(old-35), to create a potent, targeted cancer therapeutic, especially for a devastating disease like pancreatic cancer.",1,1,8,0,0
28093410,2017,"UNASSIGNED:
MapReduce Hadoop bioinformatics applications require the availability of special-purpose routines to manage the input of sequence files. Unfortunately, the Hadoop framework does not provide any built-in support for the most popular sequence file formats like FASTA or BAM. Moreover, the development of these routines is not easy, both because of the diversity of these formats and the need for managing efficiently sequence datasets that may count up to billions of characters. We present FASTdoop, a generic Hadoop library for the management of FASTA and FASTQ files. We show that, with respect to analogous input management routines that have appeared in the Literature, it offers versatility and efficiency. That is, it can handle collections of reads, with or without quality scores, as well as long genomic sequences while the existing routines concentrate mainly on NGS sequence data. Moreover, in the domain where a comparison is possible, the routines proposed here are faster than the available ones. In conclusion, FASTdoop is a much needed addition to Hadoop-BAM.
UNASSIGNED:
The software and the datasets are available at http://www.di.unisa.it/FASTdoop/ .
UNASSIGNED:
umberto.ferraro@uniroma1.it.
UNASSIGNED:
Supplementary data are available at Bioinformatics online.
",1,0,1,0,0
26029911,2015,"OBJECTIVE:
In this systematic review, we provide an overview of the literature on depression among Asian-Americans and explore the possible variations in depression prevalence estimates by methodological and demographic factors.
METHODS:
Six databases were used to identify studies reporting a prevalence estimate for depression in Asian-American adults in non-clinical settings. Meta-analysis was used to calculate pooled estimates of rates of depression by assessment type. Statistical heterogeneity was assessed for subgroup analyses by gender, age, ethnicity, and other participant characteristics.
RESULTS:
A total of 58 studies met the review criteria (n = 21.731 Asian-American adults). Heterogeneity across the studies was considerably high. The prevalence of major depression assessed via standardized clinical interviews ranged between 4.5% and 11.3%. Meta-analyses revealed comparable estimated prevalence rates of depression as measured by the Center for Epidemiologic Studies Depression Scale (35.6%, 95% CI 27.6%-43.7%) and the Geriatric Depression Scale (33.1%, 95% CI 14.9%-51.3%). Estimates varied by Asian racial/ethnic group and other participant characteristics. Estimates of depression among special populations, which included maternity, caregivers, and homosexuals, were significantly higher than estimates obtained from other samples (58.8% vs 29.3%, p = .003). Estimates of depression among Korean and Filipino-Americans were similar (33.3%-34.4%); however, the estimates were twice as high as those for Chinese-Americans (15.7%; p = .012 for Korean, p = .049 for Filipino).
CONCLUSIONS:
There appears to be wide variability in the prevalence rates of depression among Asian-Americans in the US. Practitioners and researchers who serve Asian-American adults need to be sensitive to the potential diversity of the expression of depression and treatment-seeking across Asian-American subgroups. Public health policies to increase Asian-American access to mental health care, including increased screening, are necessary. Further work is needed to determine whether strategies to reduce depression among specific Asian racial/ethnic groups is warranted.
",1,1,10,14,21
23913973,2013,"Cancers adopt diverse strategies to safeguard their survival, which often involve blinding or incapacitating the immune response, thereby gaining battleground advantage against the host. In immune responses against cancer, an important stimulatory lymphocyte receptor is NKG2D because the tumor-associated expression of its ligands promotes destruction of malignant cells. However, with advanced human cancers profound changes unfold wherein NKG2D and its ligands are targeted or exploited for immune evasion and suppression. This negative imprinting on the immune system may be accompanied by another functional state wherein cancer cells coopt expression of NKG2D to complement the presence of its ligands for self-stimulation of tumor growth and presumably malignant progression. This review emphasizes these conflicting functional dynamics at the immunity-cancer biology interface in humans, within an overview of the immunobiology of NKG2D and mechanisms underlying the regulation of its ligands in cancer, with reference to instructive clinical observations and translational approaches. ",1,0,1,0,0
31780680,2019,"Phlebotomine sand flies are remarkable vectors of several etiologic agents (virus, bacterial, trypanosomatid Leishmania), posing a heavy health burden for human populations mainly located at developing countries. Their intestinal microbiota is involved in a wide range of biological and physiological processes, and could exclude or facilitate such transmission of pathogens. In this study, we investigated the Eubacterial microbiome from digestive tracts of Lu. evansi adults structure using 16S rRNA gene sequence amplicon high throughput sequencing (Illumina MiSeq) obtained from digestive tracts of Lu. evansi adults. The samples were collected at two locations with high incidence of the disease in humans: peri-urban and forest ecosystems from the department of Sucre, Colombia. 289,068 quality-filtered reads of V4 region of 16S rRNA gene were obtained and clustered into 1,762 operational taxonomic units (OTUs) with 97% similarity. Regarding eubacterial diversity, 14 bacterial phyla and 2 new candidate phyla were found to be consistently associated with the gut microbiome content. Proteobacteria, Firmicutes, and Bacteroidetes were the most abundant phyla in all the samples and the core microbiome was particularly dominated by Methylobacterium genus. Methylobacterium species, are known to have mutualistic relationships with some plants and are involved in shaping the microbial community in the phyllosphere. As a remarkable feature, OTUs classified as Wolbachia spp. were found abundant on peri-urban ecosystem samples, in adult male (OTUs n = 776) and unfed female (OTUs n = 324). Furthermore, our results provide evidence of OTUs classified as Cardinium endosymbiont in relative abundance, notably higher with respect to Wolbachia. The variation in insect gut microbiota may be determined by the environment as also for the type of feeding. Our findings increase the richness of the microbiota associated with Lu. evansi. In this study, OTUs of Methylobacterium found in Lu. evansi was higher in engorged females, suggesting that there are interactions between microbes from plant sources, blood nutrients and the parasites they transmit during the blood intake.",1,1,5,0,1
20807775,2010,"The duplication architecture of the human genome predisposes our species to recurrent copy number variation and disease. Emerging data suggest that this mechanism of mutation contributes to both common and rare diseases. Two features regarding this form of mutation have emerged. First, common structural polymorphisms create susceptible and protective chromosomal architectures. These structural polymorphisms occur at varying frequencies in populations, leading to different susceptibility and ethnic predilection. Second, a subset of rearrangements shows extreme variability in expressivity. We propose that two types of genomic disorders may be distinguished: syndromic forms where the phenotypic features are largely invariant and those where the same molecular lesion associates with a diverse set of diagnoses including epilepsy, schizophrenia, autism, intellectual disability and congenital malformations. Copy number variation analyses of patient genomes reveal that disease type and severity may be explained by the occurrence of additional rare events and their inheritance within families. We propose that the overall burden of copy number variants creates differing sensitized backgrounds during development leading to different thresholds and disease outcomes. We suggest that the accumulation of multiple high-penetrant alleles of low frequency may serve as a more general model for complex genetic diseases, posing a significant challenge for diagnostics and disease management.",1,1,3,1,1
30079758,2019,"RATIONALE:
Characterization of patterns of wheezing and allergic sensitization in early life may allow for identification of specific environmental exposures impacting asthma development.
OBJECTIVES:
To define respiratory phenotypes in inner-city children and their associations with early-life environmental exposures.
METHODS:
Data were collected prospectively from 442 children in the URECA (Urban Environment and Childhood Asthma) birth cohort through age 7 years, reflecting symptoms (wheezing), aeroallergen sensitization, pulmonary function, and body mass index. Latent class mixed models identified trajectories of wheezing, allergic sensitization, and pulmonary function. Cluster analysis defined nonoverlapping groups (termed phenotypes). Potential associations between phenotypes and early-life environmental exposures were examined.
MEASUREMENTS AND MAIN RESULTS:
Five phenotypes were identified and mainly differentiated by patterns of wheezing and allergic sensitization (low wheeze/low atopy; low wheeze/high atopy; transient wheeze/low atopy; high wheeze/low atopy; high wheeze/high atopy). Asthma was most often present in the high-wheeze phenotypes, with greatest respiratory morbidity among children with frequent wheezing and allergic sensitization. These phenotypes differentially related to early-life exposures, including maternal stress and depression, antenatal environmental tobacco smoke, house dust microbiome, and allergen content (all P < 0.05). Prenatal smoke exposure, maternal stress, and depression were highest in the high-wheeze/low-atopy phenotype. The high-wheeze/high-atopy phenotype was associated with low household microbial richness and diversity. Early-life aeroallergen exposure was low in high-wheeze phenotypes.
CONCLUSIONS:
Patterns of wheezing, allergic sensitization, and lung function identified five respiratory phenotypes among inner-city children. Early-life environmental exposure to stress, depression, tobacco smoke, and indoor allergens and microbes differentially associate with specific phenotypes.
",1,1,7,0,0
8612425,1996,"OBJECTIVE:
To analyze the status of the teaching of critical care at the postgraduate and undergraduate levels in Europe.
METHODS:
Two types of questionnaires were sent in order to collect data. The first questionnaire was sent to the heads of the intensive care units (ICUs) of at least five of the major hospitals in each western country of the European Region of the World Health Organization and to the people responsible for specialist training in the Eastern countries. Countries in the former USSR and former Yugoslavia were excluded; 50 questionnaires (of 105) were returned. The second questionnaire was sent to the 374 medical schools in the European Region; 253 were returned although only 185 were selected for this article.
RESULTS:
Postgraduate and undergraduate training differ widely in terms of the content of, and disciplines in charge of, the teaching of critical care. Even countries of the World Health Organization's European Region, where critical care is a recognized clinical specialty, do not have an academic discipline of critical care. This lack of an established academic discipline of critical care contributes to the diversity in teaching critical care in medical schools in the countries we studied. Postgraduate training is more formally regulated, and objectives and guidelines have been established in many countries. The topics in medical schools that correspond to critical care medicine do not encompass a distinct body of knowledge and are distributed among more traditional disciplines, most frequently internal medicine, anesthesiology, and surgery. The critical care medicine experience afforded to undergraduates varies widely between and within countries. The repetition of critical care conditions for which patients receive critical care in several disciplines, as described by the responses, leads us to wonder whether these conditions are really included in the curriculum.
CONCLUSIONS:
The standardization of curriculum content on critical care medicine, the clear definition of competence (the combination of knowledge, attitudes, skills, and judgment necessary to practice) in medical schools, and better coordinated postgraduate training are needed to clarify an educational approach in the field. Practitioners of critical care medicine will have to participate actively on curriculum committees. The recognition of critical care medicine as a specialty or subspecialty and as an academic discipline will facilitate the achievement of a comprehensive critical care education program.
",1,0,1,0,6
31371740,2019,"Carex buekii is a tall sedge, forming large stands in wetlands, particularly in river floodplains across Central Europe and thus on many sites determining the typical appearance of riverine habitats. Our paper aims at increasing the knowledge on ecology of C. buekii and its role in the wetlands. Field data were collected in Poland, the Czech Republic, Slovakia, Hungary, and Italy. Carex buekii usually occurs in nutrient rich habitats, but is also capable of colonising relatively nutrient-poor ones; it grows on both acidic and alkaline soils (pH 3.3-7.4) with diverse concentrations of assimilable elements (Ca, Mg, P, K). One of the most important ecological characteristics of C. buekii is its relationship to the floodplains of watercourses. It seems to be dependent on, or at least very tolerant to regular disturbances by streaming, floods and transport of sediments. Carex buekii usually forms relatively uniform stands of its own association, Caricetum buekii. The species most frequently accompanying C. buekii are Urtica dioica, Calystegia sepium, Galium aparine, Rubus caesius, Phalaris arundinacea, and Cirsium arvense. The sedge also occurs in the understorey of forests with e.g. Alnus glutinosa, Salix fragilis, Padus avium, and Quercus robur. Carex buekii is able to colonise man-made or man-changed habitats such as railway embankments and roadsides or regulated river banks. Taking into account the IUCN Red List Criteria we propose to regard C. buekii as a least-concern (LC).",1,1,3,0,10
19104035,2008,"The forcibly launched spores of ascomycete fungi must eject through several millimeters of nearly still air surrounding fruiting bodies to reach dispersive air flows. Because of their microscopic size, spores experience great fluid drag, and although this drag can aid transport by slowing sedimentation out of dispersive air flows, it also causes spores to decelerate rapidly after launch. We hypothesize that spores are shaped to maximize their range in the nearly still air surrounding fruiting bodies. To test this hypothesis we numerically calculate optimal spore shapes-shapes of minimum drag for prescribed volumes-and compare these shapes with real spore shapes taken from a phylogeny of >100 species. Our analysis shows that spores are constrained to remain within 1% of the minimum possible drag for their size. From the spore shapes we predict the speed of spore launch, and confirm this prediction through high-speed imaging of ejection in Neurospora tetrasperma. By reconstructing the evolutionary history of spore shapes within a single ascomycete family we measure the relative contributions of drag minimization and other shape determinants to spore shape evolution. Our study uses biomechanical optimization as an organizing principle for explaining shape in a mega-diverse group of species and provides a framework for future measurements of the forces of selection toward physical optima.",1,0,1,0,0
25902534,2015,"Attempts to understand mechanisms underlying plant mortality during drought have led to the emergence of a hydraulic framework describing distinct hydraulic strategies among coexisting species. This framework distinguishes species that rapidly decrease stomatal conductance (gs), thereby maintaining high water potential (Px; isohydric), from those species that maintain relatively high gs at low Px, thereby maintaining carbon assimilation, albeit at the cost of loss of hydraulic conductivity (anisohydric). This framework is yet to be tested in biodiverse communities, potentially due to a lack of standardized reference values upon which hydraulic strategies can be defined. We developed a system of quantifying hydraulic strategy using indices from vulnerability curves and stomatal dehydration response curves and tested it in a speciose community from South Africa's Cape Floristic Region. Degree of stomatal regulation over cavitation was defined as the margin between Px at stomatal closure (Pg12) and Px at 50% loss of conductivity. To assess relationships between hydraulic strategy and mortality mechanisms, we developed proxies for carbon limitation and hydraulic failure using time since Pg12 and loss of conductivity at minimum seasonal Px, respectively. Our approach captured continuous variation along an isohydry/anisohydry axis and showed that this variation was linearly related to xylem safety margin. Degree of isohydry/anisohydry was associated with contrasting predictions for mortality during drought. Merging stomatal regulation strategies that represent an index of water use behavior with xylem vulnerability facilitates a more comprehensive framework with which to characterize plant response to drought, thus opening up an avenue for predicting the response of diverse communities to future droughts. ",1,0,1,0,0
31141099,2019,"UNASSIGNED:
Low socioeconomic status (L-SES) and the experience of traumatic stressful events (TSEs) are environmental factors implicated in behavioral deficits, abnormalities in brain development, and accelerated maturation. However, the relative contribution of these environmental factors is understudied.
UNASSIGNED:
To compare the association of L-SES and TSEs with psychopathology, puberty, neurocognition, and multimodal neuroimaging parameters in brain maturation.
UNASSIGNED:
The Philadelphia Neurodevelopmental Cohort is a community-based study examining psychopathology, neurocognition, and neuroimaging among participants recruited through the Children's Hospital of Philadelphia pediatric network. Participants are youths aged 8 to 21 years at enrollment with stable health and fluency in English. The sample of 9498 participants was racially (5298 European ancestry [55.8%], 3124 African ancestry [32.9%], and 1076 other [11.4%]) and economically diverse. A randomly selected subsample (n = 1601) underwent multimodal neuroimaging. Data were collected from November 5, 2009, through December 30, 2011, and analyzed from February 1 through November 7, 2018.
UNASSIGNED:
The following domains were examined: (1) clinical, including psychopathology, assessed with a structured interview based on the Schedule for Affective Disorders and Schizophrenia for School-Age Children, and puberty, assessed with the Tanner scale; (2) neurocognition, assessed by the Penn Computerized Neurocognitive Battery; and (3) multimodal magnetic resonance imaging parameters of brain structure and function.
UNASSIGNED:
A total of 9498 participants were included in the analysis (4906 [51.7%] female; mean [SD] age, 14.2 [3.7] years). Clinically, L-SES and TSEs were associated with greater severity of psychiatric symptoms across the psychopathology domains of anxiety/depression, fear, externalizing behavior, and the psychosis spectrum. Low SES showed small effect sizes (highest for externalizing behavior, 0.306 SD; 95% CI, 0.269 to 0.342), whereas TSEs had large effect sizes, with the highest in females for anxiety/depression (1.228 SD; 95% CI, 1.156 to 1.300) and in males for the psychosis spectrum (1.099 SD; 95% CI, 1.032 to 1.166). Both were associated with early puberty. Cognitively, L-SES had moderate effect sizes on poorer performance, the greatest being on complex cognition (-0.500 SD 95% CI, -0.536 to -0.464), whereas TSEs were associated with slightly better memory (0.129 SD; 95% CI, 0.084 to 0.174) and poorer complex reasoning (-0.109 SD; 95% CI, -0.154 to -0.064). Environmental factors had common and distinct associations with brain structure and function. Structurally, both were associated with lower volume, but L-SES had correspondingly lower gray matter density, whereas TSEs were associated with higher gray matter density. Functionally, both were associated with lower regional cerebral blood flow and coherence and with accelerated brain maturation.
UNASSIGNED:
Low SES and TSEs are associated with common and unique differences in symptoms, neurocognition, and structural and functional brain parameters. Both environmental factors are associated with earlier completion of puberty by physical features and brain parameters. These findings appear to underscore the need for identifying and preventing adverse environmental conditions associated with neurodevelopment.
",1,1,9,1,3
8861993,1996,"OBJECTIVE:
To evaluate the results of large clinical trials vs the pooled results of smaller trials.
METHODS:
Meta-analyses with at least 1 ""large"" study were identified from the Cochrane Pregnancy and Childbirth Database and from MEDLINE (1966-1995).
METHODS:
We used a sample size approach to select 79 meta-analyses with at least 1 large study of 1000 or more patients. We used a statistical power approach to select 61 meta-analyses with at least 1 large study based on statistical power considerations.
METHODS:
The outcome of interest for each meta-analysis was the primary one stated in the original publication or, when not clearly specified, was decided on clinically.
RESULTS:
By random effects calculations, we found agreement between large and smaller trials in 90% of the meta-analyses selected by the sample size approach and in 82% of the meta-analyses selected by the statistical power approach. Twice as many disagreements appeared when the variability among large studies and among smaller studies was not considered (ie, fixed effects calculations). Of the 15 disagreements between results of large and smaller trials using the random effects model, plausible explanations were identified in 10 meta-analyses: 5 with differences in the control rate of events between large and smaller trials, 4 with specific protocol or study differences, and 1 with potential publication bias. Two other disagreements were not clinically important, and tentative reasons could be identified for 2 of the remaining 3 disagreements.
CONCLUSIONS:
Results of smaller studies are usually compatible with the results of large studies, but discrepancies do occur even when the diversity among both large studies and smaller studies is considered. Clinically important differences without a potential explanation are extremely uncommon. Future research should further examine sources of heterogeneity between the results of large and smaller trials.
",1,0,1,0,0
31382547,2019,"We evaluated the effect of the National Health Insurance (NHI) policy including dental sealant on changes in the prevalence of sealant and caries, and examined how NHI affected sealant utilization and untreated caries in children from diverse income groups in South Korea. We used a multivariate logistic regression analysis to explore the effects of three stages of dental sealant policy (pre-policy: 2007-2009, first post-policy: 2010-2012, and second post-policy: 2013-2015) on the prevalence of dental sealant and untreated caries. Participant data (",1,1,2,0,1
16217547,2005,"Sequence diversity and gene content distinguish most isolates of Helicobacter pylori. Even greater sequence differences differentiate distinct populations of H. pylori from different continents, but it was not clear whether these populations also differ in gene content. To address this question, we tested 56 globally representative strains of H. pylori and four strains of Helicobacter acinonychis with whole genome microarrays. Of the weighted average of 1,531 genes present in the two sequenced genomes, 25% are absent in at least one strain of H. pylori and 21% were absent or variable in H. acinonychis. We extrapolate that the core genome present in all isolates of H. pylori contains 1,111 genes. Variable genes tend to be small and possess unusual GC content; many of them have probably been imported by horizontal gene transfer. Phylogenetic trees based on the microarray data differ from those based on sequences of seven genes from the core genome. These discrepancies are due to homoplasies resulting from independent gene loss by deletion or recombination in multiple strains, which distort phylogenetic patterns. The patterns of these discrepancies versus population structure allow a reconstruction of the timing of the acquisition of variable genes within this species. Variable genes that are located within the cag pathogenicity island were apparently first acquired en bloc after speciation. In contrast, most other variable genes are of unknown function or encode restriction/modification enzymes, transposases, or outer membrane proteins. These seem to have been acquired prior to speciation of H. pylori and were subsequently lost by convergent evolution within individual strains. Thus, the use of microarrays can reveal patterns of gene gain or loss when examined within a phylogenetic context that is based on sequences of core genes.",1,0,1,0,0
20668556,2010,"BACKGROUND:
In recent years, the sea anemone Nematostella vectensis has emerged as a critical model organism for comparative genomics and developmental biology. Although Nematostella is a member of the anthozoan cnidarians (known for producing an abundance of diverse fluorescent proteins (FPs)), endogenous patterns of Nematostella fluorescence have not been described and putative FPs encoded by the genome have not been characterized.
RESULTS:
We described the spatiotemporal expression of endogenous red fluorescence during Nematostella development. Spatially, there are two patterns of red fluorescence, both restricted to the oral endoderm in developing polyps. One pattern is found in long fluorescent domains associated with the eight mesenteries and the other is found in short fluorescent domains situated between tentacles. Temporally, the long domains appear simultaneously at the 12-tentacle stage. In contrast, the short domains arise progressively between the 12- and 16-tentacle stage. To determine the source of the red fluorescence, we used bioinformatic approaches to identify all possible putative Nematostella FPs and a Drosophila S2 cell culture assay to validate NvFP-7R, a novel red fluorescent protein. We report that both the mRNA expression pattern and spectral signature of purified NvFP-7R closely match that of the endogenous red fluorescence. Strikingly, the red fluorescent pattern of NvFP-7R exhibits asymmetric expression along the directive axis, indicating that the nvfp-7r locus senses the positional information of the body plan. At the tissue level, NvFP-7R exhibits an unexpected subcellular localization and a complex complementary expression pattern in apposed epithelia sheets comprising each endodermal mesentery.
CONCLUSIONS:
These experiments not only identify NvFP-7R as a novel red fluorescent protein that could be employed as a research tool; they also uncover an unexpected spatio-temporal complexity of gene expression in an adult cnidarian. Perhaps most importantly, our results define Nematostella as a new model organism for understanding the biological function of fluorescent proteins in vivo.
",1,1,2,0,0
21289227,2011,"OBJECTIVE:
To examine whether lower serum levels of serum 25-hydroxyvitamin (OH) D [25(OH)D] are associated with increased risk of developing type 2 diabetes.
METHODS:
A post hoc analysis of three nested case-control studies of fractures, colon cancer, and breast cancer that measured serum 25(OH)D levels in women participating in the Women's Health Initiative (WHI) Clinical Trials and Observational Study who were free of prevalent diabetes at baseline. Diabetes was defined as self-report of physician diagnosis or receiving insulin or oral hypoglycemic medication. We used inverse probability weighting to make the study population representative of the WHI population as a whole. Weighted logistic regression models compared 25(OH)D levels (divided into quartiles, clinical cut points [<50, 50-<75, ≥ 75 nmol/L], or as a continuous variable) using the distribution of control subjects and adjusted for multiple confounding factors.
RESULTS:
Of 5,140 women (mean age 66 years) followed for an average of 7.3 years, 317 (6.2%) developed diabetes. Regardless of the cut points used or as a continuous variable, 25(OH)D levels were not associated with diabetes incidence in either age or fully adjusted models. Nor was any relationship found between 25(OH)D and incident diabetes when evaluated by strata of BMI, race/ethnicity, or randomization status in the Calcium Vitamin D trial.
CONCLUSIONS:
Lower serum 25(OH)D levels were not associated with increased risk of developing type 2 diabetes in this racially and ethnically diverse population of postmenopausal women.
",1,1,10,4,4
24349405,2013,"Habitat fragmentation caused by human activities alters metapopulation dynamics and decreases biological connectivity through reduced migration and gene flow, leading to lowered levels of population genetic diversity and to local extinctions. The threatened Yarra pygmy perch, Nannoperca obscura, is a poor disperser found in small, isolated populations in wetlands and streams of southeastern Australia. Modifications to natural flow regimes in anthropogenically-impacted river systems have recently reduced the amount of habitat for this species and likely further limited its opportunity to disperse. We employed highly resolving microsatellite DNA markers to assess genetic variation, population structure and the spatial scale that dispersal takes place across the distribution of this freshwater fish and used this information to identify conservation units for management. The levels of genetic variation found for N. obscura are amongst the lowest reported for a fish species (mean heterozygosity of 0.318 and mean allelic richness of 1.92). We identified very strong population genetic structure, nil to little evidence of recent migration among demes and a minimum of 11 units for conservation management, hierarchically nested within four major genetic lineages. A combination of spatial analytical methods revealed hierarchical genetic structure corresponding with catchment boundaries and also demonstrated significant isolation by riverine distance. Our findings have implications for the national recovery plan of this species by demonstrating that N. obscura populations should be managed at a catchment level and highlighting the need to restore habitat and avoid further alteration of the natural hydrology. ",1,0,1,0,3
